householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop
2.65,11.88,24.75,11.72,12.78,49938,100.0,44142,82.47,0.45,54.56,28.5,3.14,19.69,50204,19099,1836,3.72,6.22,18.1,23.39,5.5,66.37,23.79,21.48,11.5,29.36,7.8,30.76,10.88,9.4,3.13,81.89,78.92,88.33,81.43,60.23,71.53,583,1.65,4.03,2.89,2.62,2.75,2.21,79.93,1.0,37.39,3,1298,93.56,76.17,2.39,44.07,1955,0.66,0.23,150200,172400,210100,59900,507,656,818,311,748,26.1,23.3,14.2,50,0,66.29,66.71,83.52,92.45,106,215.92,94,191.48,34149,69561.2,322.2,215.9,6,6,129.5,23.4,2135.7,2.79,41,8771051,88.68,0,5.66,178665.59
2.41,13.66,26.91,12.51,12.11,44962,100.0,26272,74.48,0.58,37.7,28.81,8.04,21.93,32084,12619,7268,16.45,9.51,25.97,13.0,8.22,57.67,33.01,19.79,20.35,20.46,13.22,25.45,17.49,15.55,2.98,65.16,62.3,67.5,68.28,59.71,67.18,1096,2.83,3.5,2.3,2.37,2.47,2.21,65.28,1.87,51.24,2,1676,91.76,62.74,5.19,43.44,1954,7.65,0.29,31200,42400,58900,27700,209,276,340,131,357,26.1,15.3,12.7,69,0,74.52,53.78,86.28,93.2,100,215.35,93,200.28,47694,102711.3,476.9,215.4,8,5,63.4,14.9,3013.5,0.12,48,4162771,93,5,8.0,89647.3
2.34,12.38,28.35,14.27,10.86,133850,100.0,28388,81.73,0.81,36.04,21.87,4.38,12.84,36200,16091,15085,11.52,5.49,18.06,22.41,5.5,68.54,6.23,19.12,10.43,24.98,17.16,33.52,20.23,18.67,2.92,68.12,65.38,76.5,68.13,65.79,73.31,2566,3.01,4.87,2.78,2.26,2.43,2.14,45.77,6.67,64.77,2,4098,93.32,42.61,0.71,14.42,1973,6.61,0.65,86400,109600,146300,59900,337,419,517,180,492,26.9,23.3,12.2,577,32,23.58,31.66,65.4,69.62,299,196.33,289,189.76,195012,128049.7,652.2,196.3,15,9,170.9,59.6,2247.0,5.12,142,24091258,96.66,5,5.02,158189.09
2.52,15.96,33.02,18.56,11.59,28227,100.0,30534,76.45,0.83,46.51,24.97,9.15,20.36,37427,16358,3228,12.47,5.93,15.88,32.16,5.96,65.27,7.95,28.65,5.71,31.79,9.91,42.44,14.25,12.17,3.0,64.32,62.75,66.67,61.27,49.97,63.93,873,4.64,4.5,2.56,2.31,2.41,2.24,43.35,1.45,52.94,2,1898,85.5,41.6,0.95,37.09,1939,3.64,0.25,121100,155000,199000,77900,355,525,668,313,593,27.7,24.4,15.5,41,0,44.17,41.9,65.93,69.73,91,378.47,83,345.2,49500,205872.59,544,378.5,7,6,169.2,8.2,3432.9,2.08,21,3692047,91.21,0,7.69,153553.8
2.73,14.29,25.69,11.86,7.05,89090,100.0,39014,86.66,1.11,48.71,16.93,3.13,13.72,43771,15642,5543,6.28,3.07,11.62,25.05,5.17,72.09,16.2,21.22,11.07,29.84,9.97,25.54,13.71,11.9,3.13,77.88,76.34,84.11,79.31,68.02,76.8,982,1.57,3.97,3.02,2.71,2.83,2.38,76.05,1.66,30.1,3,1797,94.8,72.76,7.85,30.22,1972,1.55,0.21,76700,89800,107300,30600,330,400,534,204,456,25.9,22.0,12.0,13,0,50.6,53.12,76.48,90.34,115,117.56,114,116.54,148979,152297.59,1295.5,117.6,7,10,69.8,22.9,3891.3,3.07,67,7402277,99.13,10,6.09,75671.7
2.45,12.3,27.25,12.76,14.64,72644,100.0,26541,75.26,0.38,36.94,31.21,8.73,15.54,33679,12865,7632,10.59,16.58,38.37,13.06,7.98,63.08,34.24,18.49,24.48,18.51,9.85,32.3,12.85,11.47,3.06,68.65,66.06,75.72,74.32,66.15,75.63,1923,3.56,4.17,2.73,2.42,2.67,2.22,50.5,2.86,57.32,2,1904,93.98,45.84,3.52,38.08,1941,5.0,0.77,93100,112500,132700,39600,263,374,460,197,437,25.8,22.7,14.4,8,1,63.63,58.07,88.05,89.06,145,211.63,135,197.03,75000,109461.9,517.2,211.6,16,8,69,9.1,8027.0,3.18,75,5500000,93.1,5,11.03,80272
2.4,13.62,29.8,14.84,12.73,159802,99.92,22697,75.55,0.79,41.9,27.49,6.69,15.05,29697,13482,25651,16.4,4.69,16.96,30.44,5.58,61.65,12.0,31.17,12.27,32.51,12.95,35.03,14.66,13.83,3.13,70.53,69.97,77.97,75.6,57.54,65.9,3772,3.07,8.26,4.66,2.33,2.6,2.07,55.1,4.36,62.22,2,7105,90.37,49.38,6.81,33.37,1951,6.19,0.39,49700,67200,95800,46100,223,282,358,135,333,24.9,21.0,12.7,542,163,57.5,45.77,77.25,83.33,353,200.84,324,184.34,128935,73356.5,365.3,200.8,24,12,36.4,112.9,1416.1,5.81,277,28034134,91.78,5,6.8,159497.8
2.42,15.36,30.22,16.48,14.26,58282,100.0,23963,75.37,0.51,36.16,30.91,8.39,11.97,30997,14708,9605,17.72,11.24,27.54,29.3,5.67,61.42,17.85,29.27,15.33,30.15,12.41,37.72,15.0,13.85,2.99,55.39,49.96,61.42,55.6,63.9,72.06,3926,9.15,4.7,2.79,2.25,2.35,2.16,48.94,2.92,58.59,2,2352,91.11,46.79,7.23,30.23,1958,9.05,0.73,46600,68700,108400,61800,153,274,389,236,367,23.7,19.7,12.6,119,1,63.87,46.79,76.67,82.52,256,426.99,248,413.64,134852,224922,526.8,427,124,8,2.1,26.0,2241.3,2.36,221,8043305,96.88,0,48.44,134155.7
2.43,13.47,27.42,13.13,11.54,52376,100.0,20329,72.71,0.24,26.71,26.84,16.52,17.42,24469,11037,14002,27.02,10.23,32.78,14.02,10.31,58.3,9.17,21.95,15.51,22.71,15.02,45.34,18.83,17.1,3.22,40.38,35.17,35.98,47.03,61.81,68.51,6983,16.82,8.37,4.73,2.39,2.52,2.29,44.73,4.93,48.51,3,3070,87.52,42.43,16.74,54.59,1940,7.16,0.72,26000,38400,52400,26400,207,296,375,168,363,26.3,18.0,13.8,191,5,72.28,52.77,83.37,91.88,154,283.46,135,248.49,72216,132925.91,468.9,283.5,5,5,96.3,8.4,6234.9,12.67,48,6985438,87.66,10,3.25,128579
2.4,14.22,29.24,15.1,13.29,328123,100.0,18482,66.5,0.45,32.46,30.98,18.69,17.32,23887,10445,81601,25.62,12.42,32.71,16.05,11.58,51.28,16.18,31.37,16.9,23.38,11.35,43.67,14.3,12.96,3.07,49.18,47.75,55.85,51.55,51.28,60.14,26762,10.52,5.41,3.18,2.33,2.57,2.15,47.48,2.14,45.13,3,15535,89.78,43.14,11.36,51.63,1939,9.08,0.52,32100,46700,68200,36100,194,255,327,133,352,31.8,17.9,14.2,284,5,76.12,55.86,89.84,94.33,1032,330.35,968,309.86,547674,175314.59,530.7,330.4,33,12,25.2,42.1,7798.2,13.43,239,93674080,93.8,5,3.2,299857.81
2.8,17.83,30.27,15.79,9.77,78122,100.0,21885,75.12,0.61,25.35,24.18,15.66,14.02,26230,10496,21011,27.52,14.0,33.63,17.83,10.85,55.03,16.04,24.85,16.38,24.26,11.74,35.73,17.3,14.81,3.25,52.66,45.35,53.14,55.34,58.45,67.35,6865,10.59,7.09,5.11,2.69,2.71,2.68,47.41,7.49,47.5,3,2677,91.25,47.16,5.94,30.71,1966,11.68,0.72,40400,56200,80300,39900,138,218,310,172,332,26.8,18.6,13.1,39,0,76.48,49.34,80.58,90.05,189,228.43,154,186.13,122434,147976.2,647.8,228.4,23,12,37,57.5,1359.8,1.76,88,9872038,81.48,10,12.17,119315.4
2.75,16.05,28.74,14.65,10.94,1027974,100.0,18742,65.39,0.21,18.62,28.84,26.14,17.52,22566,9443,328467,32.41,12.02,37.85,9.61,19.67,44.21,20.52,25.13,20.54,18.74,15.75,44.98,19.62,17.88,3.38,37.07,32.26,37.68,40.25,48.88,57.3,139284,16.59,11.01,7.26,2.71,2.85,2.55,55.72,5.44,48.3,3,35970,91.23,52.91,19.37,54.91,1945,8.26,0.93,16900,25600,35500,18600,208,265,332,124,372,35.1,17.7,14.8,1141,170,65.72,59.82,93.63,95.96,4595,460.75,3518,352.75,1699854,170446.09,369.9,460.7,160,15,56.6,143.7,7153.0,10.57,948,326893344,76.56,5,3.48,327779.31
2.23,10.72,22.78,11.3,21.45,50978,100.0,24884,65.37,0.45,45.23,40.1,5.56,18.68,30236,16151,6500,13.25,7.79,23.64,21.0,4.69,55.05,8.58,23.37,10.18,24.92,15.18,30.93,17.66,16.51,2.73,55.96,50.44,61.32,57.17,65.83,74.7,1902,4.87,3.36,1.98,2.14,2.11,2.19,55.93,3.95,70.12,2,4152,84.61,56.88,2.91,24.86,1967,7.96,0.3,55700,71600,107800,52100,317,411,509,192,492,28.6,23.0,12.2,84,7,27.13,45.21,73.63,81.08,384,695.14,261,472.48,98609,178506.91,256.8,695.1,26,10,22.4,15.2,3363.3,1.55,303,20099700,67.97,0,6.77,363854.69
2.63,13.63,33.47,16.0,6.72,71349,100.0,30967,85.01,0.36,24.95,13.91,9.35,9.61,35336,13880,9833,13.92,10.94,26.11,15.71,6.89,67.67,26.57,16.67,15.06,22.23,13.15,40.44,17.54,15.38,3.27,60.05,57.28,65.95,62.92,59.65,67.19,4021,8.94,9.86,6.18,2.61,2.96,2.48,29.04,19.14,77.42,2,2077,92.89,25.55,1.3,14.83,1968,3.97,0.44,175700,226100,278900,103200,513,593,694,181,629,28.2,24.8,10.8,0,1,40.76,38.23,83.23,85.85,88,116.24,84,110.95,66257,87517.7,752.9,116.2,4,9,182.6,6.1,11605.2,5.13,68,9949729,95.45,5,4.55,131424.2
2.65,15.02,29.08,14.61,12.64,137557,100.0,22102,73.43,0.38,26.02,30.19,11.99,15.55,27076,10978,29854,22.61,11.35,29.91,16.56,7.77,57.11,11.32,27.83,13.96,22.99,12.55,34.36,16.95,14.93,3.19,56.86,48.52,64.32,55.93,62.22,70.07,10274,9.14,7.15,4.76,2.55,2.64,2.45,52.53,4.92,52.43,2,6824,88.39,50.67,15.67,54.75,1958,9.05,0.47,40300,54800,73300,33000,181,281,376,195,390,28.6,21.8,13.6,231,2,68.75,48.21,79.13,84.17,117,81.53,107,74.56,42936,29919.5,367,81.5,32,4,22.2,64.8,2121.4,6.22,117,3594778,91.45,0,27.35,25049.8
2.63,11.18,22.08,10.5,14.2,50576,86.54,65072,80.52,1.14,66.96,28.24,2.38,17.19,80558,46070,1743,3.02,4.43,11.26,48.97,3.8,61.99,11.0,27.4,4.54,45.91,6.28,28.94,8.98,7.73,3.05,84.46,83.61,96.11,84.0,39.2,51.0,425,1.03,4.45,3.2,2.6,2.76,2.26,72.03,1.34,32.15,3,1323,94.37,67.81,0.83,45.05,1952,0.98,0.33,349200,500001,500001,150801,577,875,1001,424,951,24.8,20.6,13.2,75,3,31.27,59.84,78.39,79.03,158,266.31,140,235.97,38325,64597.4,242.6,266.3,2,4,91.8,49.6,1178.4,15.77,36,9566593,88.61,0,1.27,161246.5
2.56,13.0,27.55,12.95,10.87,369365,100.0,28183,74.22,0.49,37.13,23.83,16.16,16.66,33087,14087,62232,17.21,10.13,23.06,23.49,7.6,57.95,7.73,24.18,10.6,30.03,13.6,35.63,17.85,15.82,3.19,61.53,58.39,70.08,64.32,53.99,62.6,14586,5.53,8.5,5.23,2.5,2.56,2.44,52.57,8.54,57.08,2,8918,94.19,51.32,6.06,23.16,1964,3.68,0.64,80600,115800,164800,84200,324,429,541,217,495,29.7,22.6,11.8,1287,265,54.89,44.05,76.08,89.9,599,159.37,556,147.93,303773,80824,507.1,159.4,52,12,92.7,99.8,3702.5,4.1,260,55777528,92.82,5,8.68,148405.7
2.38,13.18,24.59,12.95,20.31,70576,100.0,24462,66.97,0.7,40.27,38.71,6.44,20.9,29229,13487,9483,13.96,9.4,26.03,19.27,6.59,52.73,12.41,24.67,14.48,26.35,11.86,25.33,14.73,13.44,2.84,63.38,56.58,70.65,66.17,63.37,72.38,2736,4.84,3.87,2.53,2.29,2.31,2.25,59.76,3.4,60.9,2,5277,84.89,59.04,1.74,32.23,1971,7.61,0.28,45200,61600,86500,41300,243,316,396,153,403,25.9,19.9,12.4,145,30,38.7,44.93,74.03,83.02,197,272.31,174,240.52,72031,99568.7,365.6,272.3,19,9,125.9,39.8,1774.5,1.24,111,7988446,88.32,10,9.64,110424.6
2.51,14.3,25.78,14.07,19.66,81805,100.0,21060,65.3,0.16,42.5,41.89,9.79,20.07,28431,11108,11907,15.22,11.05,29.59,13.59,6.55,51.58,19.77,26.23,19.89,21.09,8.61,35.01,10.41,9.61,3.08,70.47,68.06,76.85,74.45,54.78,63.29,1467,2.25,5.18,3.37,2.37,2.61,2.09,59.12,1.18,44.5,3,2720,92.31,53.67,2.68,47.65,1939,2.71,0.43,40500,57100,78000,37500,176,252,329,153,320,26.1,18.7,14.3,38,1,85.83,65.97,89.72,93.83,140,174.79,139,173.54,60796,75902,434.3,174.8,8,7,119.6,26.1,3131.4,3.02,55,4791531,99.29,0,5.71,59820.9
2.16,9.53,25.02,11.89,13.93,66643,100.0,60374,78.19,1.37,57.59,21.36,2.07,12.76,81929,45434,3731,5.67,1.1,4.69,50.25,3.01,67.46,13.44,24.45,3.45,48.84,12.77,36.25,16.08,14.45,2.67,77.69,77.12,91.37,81.13,44.23,56.16,374,0.92,1.99,1.12,2.14,2.33,1.89,60.89,1.62,51.8,2,4001,88.52,55.76,0.3,12.77,1968,0.45,0.26,416700,500001,500001,83301,749,961,1001,252,967,26.3,25.8,11.7,45,0,46.45,42.18,76.35,88.94,149,209.79,134,188.67,67022,94366.6,449.8,209.8,5,8,285.2,14.5,4589.7,0.95,50,10001186,89.93,10,3.36,140816.2
2.6,11.66,24.26,11.46,12.82,37729,100.0,52442,81.59,0.79,54.17,27.42,3.42,15.01,65842,28940,2223,6.03,4.26,13.03,49.32,5.41,67.38,11.44,34.44,6.51,47.81,8.2,35.32,12.41,10.52,3.11,73.15,71.24,89.87,73.25,70.25,74.62,990,4.1,5.91,3.88,2.52,2.92,2.02,64.67,2.05,45.86,3,551,96.34,55.85,3.63,43.92,1939,1.02,0.27,208200,271700,371800,163600,525,670,859,334,741,26.6,23.1,17.6,20,3,46.31,57.71,79.98,86.97,98,255.89,94,245.45,35000,91391,357.1,255.9,4,4,142.9,6.5,5776.7,19.72,24,4288914,95.92,0,4.08,111990.9
2.5,12.74,26.16,12.31,14.98,105536,100.0,24131,73.59,0.32,39.12,32.66,8.37,17.78,29576,11949,14854,14.37,9.19,28.02,18.46,7.82,59.05,21.79,26.73,18.0,25.35,11.33,31.96,14.42,13.0,3.08,63.04,58.94,70.5,67.11,67.17,73.5,5185,6.06,5.82,3.79,2.45,2.54,2.26,68.59,2.45,48.64,3,3497,92.36,65.94,4.72,35.2,1950,5.03,0.31,28500,40300,57200,28700,230,325,403,173,410,26.3,17.3,13.2,233,3,66.39,55.93,85.25,89.38,226,213.16,197,185.81,255345,240837,1129.8,213.2,34,10,136.8,37.7,2796.3,3.63,113,9946887,87.17,5,15.04,93817.3
2.75,14.76,29.55,13.99,8.45,61010,100.0,30529,80.91,0.28,25.34,22.77,11.57,10.7,35806,12982,7500,12.38,10.72,34.13,11.83,9.91,63.77,18.07,25.05,20.58,18.05,11.68,43.75,14.82,13.37,3.39,51.36,45.93,67.24,55.83,70.11,74.98,5949,14.4,11.09,7.39,2.74,3.31,2.47,39.19,10.14,70.23,2,2130,91.24,32.44,5.16,28.73,1951,7.15,0.88,90000,116800,142500,52500,398,500,586,188,561,26.8,24.9,18.0,6,27,51.29,54.7,83.44,88.33,161,259.95,143,230.88,55000,88801.3,341.6,259.9,3,9,43.5,3.1,19984.9,19.9,55,9556840,88.82,0,1.86,154301.91
2.22,11.23,37.46,16.02,10.22,33397,100.0,34873,79.84,0.63,42.29,21.07,8.82,8.5,34321,20020,5363,16.39,17.29,30.22,39.71,6.16,67.21,16.71,22.68,10.48,40.99,8.39,52.26,11.77,10.12,3.01,58.31,52.81,64.07,63.67,48.9,56.09,1623,8.88,5.5,2.65,2.17,2.19,2.17,21.8,6.17,82.19,2,2385,86.31,21.63,2.77,35.97,1939,4.91,0.71,194300,250000,302500,108200,309,511,750,441,560,25.1,25.6,23.4,77,0,38.93,54.85,69.08,77.74,131,390.62,114,339.93,50000,149093.5,381.7,390.6,13,11,0.9,1.3,25331.5,52.59,35,7425582,87.02,0,9.92,221421.2
2.37,10.07,26.71,12.21,12.88,723959,100.0,33414,75.18,0.65,47.42,23.77,10.42,14.37,40561,19695,90019,12.66,11.33,21.98,35.04,6.2,63.03,9.25,27.26,8.94,34.65,10.61,48.19,13.18,11.9,3.21,67.71,61.75,79.31,72.14,62.69,68.6,20611,4.91,10.29,4.93,2.29,2.66,2.09,40.1,10.75,75.09,2,22887,93.03,34.52,3.94,27.54,1939,2.56,1.54,230200,298900,392100,161900,429,613,839,410,653,28.0,24.6,11.8,4003,1566,34.98,48.11,72.79,82.98,1777,240.66,1504,203.69,1300000,176063.3,731.6,240.7,110,14,62.3,48.4,14962.8,34.88,480,178778016,84.64,5,6.19,242124.91
2.56,12.01,26.89,12.0,13.05,59479,100.0,36211,78.79,0.37,46.43,28.93,6.44,18.35,41910,15618,4266,7.31,10.96,27.41,15.85,5.13,65.43,24.47,22.62,16.55,22.67,9.59,31.63,13.21,11.51,3.06,71.18,67.76,78.61,72.56,65.98,72.69,1478,3.36,3.85,2.65,2.51,2.65,2.3,63.9,2.39,52.47,2,1586,93.61,60.55,1.64,31.9,1957,4.01,0.6,126500,146300,171100,44600,310,453,562,252,533,26.7,23.8,13.9,29,6,66.69,56.52,85.54,91.33,117,205.52,102,179.17,45167,79340.6,386,205.5,5,4,119.6,24.6,2417.9,0.75,40,4966561,87.18,10,4.27,87242.9
1.94,7.62,21.72,8.68,14.05,86905,100.0,35997,75.32,0.6,48.27,21.85,4.76,10.37,51085,29134,7979,9.35,5.51,12.51,43.39,4.81,65.83,9.49,33.55,5.17,46.61,13.78,43.11,18.43,16.26,2.8,69.12,69.13,87.94,64.26,58.83,65.1,1624,3.53,4.22,1.73,1.88,2.33,1.71,34.14,5.38,81.69,2,2893,93.94,27.51,6.64,40.41,1958,1.36,0.44,393600,500001,500001,106401,381,498,648,267,532,22.2,25.5,11.3,318,368,33.13,52.78,84.79,88.29,161,184.03,139,158.89,112281,128344.6,697.4,184,6,9,67.4,8.6,10143.0,5.41,63,17231368,86.34,5,3.73,196965.91
2.58,15.17,28.31,14.98,14.58,108718,100.0,22032,70.09,0.28,41.21,33.49,12.93,19.63,27725,10715,20192,19.3,8.74,27.67,13.99,8.85,54.82,24.06,26.67,18.55,22.11,11.19,35.65,13.01,12.17,3.13,62.32,58.68,64.79,65.73,55.0,64.13,4815,5.55,5.85,3.81,2.47,2.63,2.27,60.21,2.13,44.9,3,3293,92.75,56.58,6.8,52.9,1941,5.63,0.51,32800,43300,56200,23400,172,231,293,121,314,26.6,17.6,13.5,223,0,81.05,57.84,89.57,94.0,192,176.83,172,158.41,95767,88201.9,498.8,176.8,8,9,21.5,22.8,4772.8,3.82,76,5925705,89.58,0,4.17,54576.1
2.74,14.61,30.18,15.13,11.21,189126,100.0,26809,78.03,0.26,39.82,26.02,10.72,14.2,32049,12070,29103,16.12,8.4,23.55,20.85,7.35,60.88,24.01,25.86,19.0,24.25,10.74,36.2,13.74,12.35,3.2,62.73,60.07,70.54,64.25,61.93,68.28,11945,8.28,6.93,4.68,2.6,2.75,2.38,63.34,2.84,46.57,3,4687,93.64,59.9,5.82,39.32,1947,6.65,0.4,41600,58300,77400,35800,273,346,427,154,414,28.3,19.0,13.8,525,13,74.5,48.95,82.55,91.55,279,145.72,247,129.01,113299,59177.3,406.1,145.7,52,9,111.1,45.9,4124.7,3.39,108,17843000,88.53,10,18.64,93195.9
2.22,11.31,25.92,11.86,12.22,467567,99.99,25106,76.35,0.75,40.62,24.24,7.61,14.79,32038,15590,78515,17.13,7.68,20.8,29.05,6.77,62.99,10.02,26.82,11.32,31.35,14.85,36.79,18.23,16.61,3.0,62.31,58.02,69.12,63.57,61.31,69.26,18597,5.65,5.49,2.87,2.17,2.36,1.98,53.63,4.23,62.59,2,28684,88.03,49.19,6.41,35.32,1957,5.49,0.35,61300,79000,102300,41000,256,339,445,189,386,26.2,22.4,13.2,1169,100,45.28,46.26,74.78,86.57,1318,260.56,1103,218.05,960000,189782.2,728.4,260.6,52,9,61.1,158.8,2944.6,8.19,617,80514712,83.69,5,3.95,159169.41
2.77,15.32,30.2,14.54,8.11,52718,100.0,25918,81.59,0.72,33.51,20.66,5.77,19.7,29709,11326,8110,15.96,5.73,18.56,15.87,7.25,63.81,10.19,23.68,11.3,23.96,10.48,26.78,14.72,12.71,3.15,71.91,66.83,73.57,73.02,61.77,70.01,1867,4.68,4.28,3.22,2.67,2.71,2.63,58.07,4.32,43.52,3,2783,87.24,57.38,18.29,42.15,1968,5.77,0.58,43400,58400,78100,34700,214,293,385,171,376,26.6,20.1,12.0,13,1,50.5,45.07,66.56,80.74,118,215.49,91,166.18,38601,70492.5,327.1,215.5,6,7,38.3,39.4,1338.2,0.28,123,3832621,77.12,5,5.08,69990.7
2.62,16.38,32.09,16.79,11.04,55551,100.0,22210,74.84,0.49,35.4,27.96,13.56,15.54,27002,10693,11059,20.93,15.0,38.62,13.47,6.47,59.68,27.16,21.77,25.8,19.04,12.45,42.38,16.39,14.52,3.2,54.51,46.91,55.97,56.73,52.97,62.08,4983,11.97,8.4,5.04,2.49,2.54,2.44,48.17,5.3,50.02,2,1279,94.31,47.2,5.47,36.28,1939,7.75,0.75,45800,59200,73400,27600,252,329,403,151,390,27.5,20.1,12.5,348,0,70.3,45.03,82.26,88.01,126,217.93,119,205.83,38927,67329.1,308.9,217.9,0,9,55.8,7.6,7270.3,5.48,37,5938633,94.44,0,0.0,102716.1
2.63,15.19,27.58,14.01,12.09,70580,100.0,21225,71.91,0.54,29.48,28.33,11.65,15.68,26204,11475,16172,23.57,15.01,30.58,18.36,10.56,52.17,15.94,29.02,13.74,26.01,11.35,31.55,14.96,13.29,3.17,62.74,57.01,62.98,63.56,57.06,61.62,3619,5.87,6.25,4.32,2.57,2.67,2.44,60.55,4.64,46.17,3,3029,89.85,58.4,6.17,51.17,1961,6.39,0.63,36300,52200,75100,38800,148,254,340,192,339,27.3,18.5,13.1,15,6,80.8,55.31,87.04,93.12,129,177.01,14,19.21,39179,53760.4,303.7,177,9,12,147.3,33.2,2123.3,0.93,83,4326769,10.85,0,6.98,59370.8
2.66,13.82,31.25,14.76,8.59,170045,100.0,27469,82.66,0.3,32.82,19.97,7.74,17.48,31180,12711,23169,14.04,6.89,20.66,18.44,5.93,65.93,20.19,21.72,13.07,26.41,10.56,29.87,14.95,12.83,3.08,68.16,64.41,76.03,69.14,58.43,66.56,7374,6.41,3.94,2.83,2.59,2.69,2.49,51.93,3.58,47.5,3,5776,91.72,50.03,3.83,33.24,1969,7.26,0.31,68000,85200,103800,35800,282,368,454,172,439,26.2,22.7,13.0,96,39,46.43,41.39,62.84,75.27,263,145.36,236,130.44,121431,67114.9,461.7,145.4,21,9,54.9,70.8,2401.8,2.9,194,14212889,89.73,10,7.98,78554.6
2.55,12.1,24.16,11.21,15.12,85427,100.0,35786,77.18,0.36,48.16,32.68,5.3,20.85,42120,16371,4078,4.84,6.04,22.18,21.26,5.44,63.59,19.95,23.88,12.08,27.59,7.91,28.01,10.64,9.37,3.08,81.43,79.06,91.95,76.32,64.43,72.52,768,1.18,3.67,2.57,2.52,2.73,1.91,80.58,1.06,44.43,3,1704,95.15,74.41,2.23,36.85,1958,0.95,0.3,96900,116600,142700,45800,324,511,629,305,570,27.3,22.7,14.1,0,0,75.27,65.58,82.04,93.2,168,196.01,166,193.67,83631,97573.2,497.8,196,6,12,59.5,36.8,2322.5,1.76,68,11102485,98.81,0,3.57,129534
2.92,13.54,25.63,12.2,8.2,43548,100.0,58769,87.61,0.45,60.97,20.27,2.69,15.05,64076,24467,987,2.27,4.17,11.99,40.94,3.86,70.02,17.06,28.05,7.58,41.88,4.55,28.36,7.2,5.9,3.26,89.38,87.69,96.75,86.79,55.0,67.74,166,0.57,4.34,3.59,2.92,3.03,2.31,87.6,1.48,32.03,3,474,96.92,84.3,1.05,36.92,1968,0.23,0.41,147700,190400,242200,94500,604,684,872,268,731,25.9,22.5,14.1,7,0,46.97,62.42,78.8,85.19,91,200.56,82,180.72,20600,45401.5,226.4,200.6,2,10,1.1,22.8,1910.5,10.0,56,4682670,90.11,0,2.2,103203.9
2.47,18.9,38.0,23.7,8.17,191262,100.0,29420,84.32,1.07,58.6,18.4,5.16,12.5,40799,15143,28640,16.05,3.84,9.38,41.98,3.52,68.16,9.57,37.44,7.88,35.31,7.72,47.42,10.81,9.32,2.92,73.9,72.82,82.43,73.97,71.37,78.05,2909,2.85,2.98,1.9,2.3,2.6,2.04,52.94,2.98,54.57,2,2686,96.64,46.96,0.97,21.78,1962,1.74,0.43,61500,75200,97200,35700,338,430,530,192,472,28.3,20.7,13.2,209,5,63.1,38.27,68.18,82.66,301,153.45,232,118.27,109422,55783.2,363.5,153.4,21,9,169.5,59.8,3196.2,7.74,105,25907512,77.08,10,6.98,132076.09
2.81,13.56,28.63,13.69,10.89,110002,100.0,27631,77.5,0.39,29.91,24.92,11.45,13.14,31478,12112,17451,16.12,20.43,41.52,11.46,9.91,59.6,26.38,17.05,29.2,15.65,10.05,38.32,12.97,11.56,3.35,63.73,57.18,70.54,63.06,59.37,65.04,6880,9.04,8.86,6.14,2.76,3.17,2.57,36.4,11.54,68.25,2,2214,94.64,31.7,4.74,34.87,1946,8.53,1.08,107800,145400,173900,66100,351,456,553,202,520,26.2,25.3,14.6,61,43,43.19,55.21,80.06,86.54,296,277.03,276,258.31,121434,113650.1,410.2,277,22,14,141.9,12.8,8617.3,10.61,90,16541654,93.24,10,7.43,154813.41
